0,entity,Domain,Conditions,Wet,day,,,,,,,,,,
3,924,Boston,Overcast,72,1,,,,,,,,,,
4,924,Boston,Overcast,74,1,,,,,,,,,,
5,924,Boston,Cloudy,72,1,,,,,,,,,,
6,924,Boston,Overcast,75,1,,,,,,,,,,
8,924,Boston,Cloudy,75,1,,,,,,,,,,
15,924,Boston,Cloudy,72,1,,,,,,,,,,
11,924,Boston,Cloudy,72,1,,,,,,,,,,
12,924,Boston,Cloudy,72,1,,,,,,,,,,
1,925,Boston,Cloudy,,1,,,,,,,,,,
2,925,Boston,Overcast,69,1,,,,,,,,,,
3,925,Boston,Overcast,69,1,,,,,,,,,,
4,925,Boston,Overcast,64,1,,,,,,,,,,
5,925,Boston,Cloudy,69,1,,,,,,,,,,
6,925,Boston,Overcast,75,1,,,,,,,,,,
8,925,Boston,Cloudy,72,1,,,,,,,,,,
15,925,Boston,Cloudy,69,1,,,,,,,,,,
11,925,Boston,Cloudy,69,1,,,,,,,,,,
12,925,Boston,Cloudy,69,1,,,,,,,,,,
1,926,Boston,Cloudy,,1,,,,,,,,,,
2,926,Boston,Overcast,69,1,,,,,,,,,,
3,926,Boston,Overcast,69,1,,,,,,,,,,
4,926,Boston,Overcast,69,1,,,,,,,,,,
5,926,Boston,Cloudy,69,1,,,,,,,,,,
6,926,Boston,Overcast,69,1,,,,,,,,,,
8,926,Boston,Cloudy,69,1,,,,,,,,,,
15,926,Boston,Cloudy,64,1,,,,,,,,,,
11,926,Boston,Cloudy,63,1,,,,,,,,,,
12,926,Boston,Cloudy,69,1,,,,,,,,,,
1,927,Boston,Cloudy,,1,,,,,,,,,,
2,927,Boston,Overcast,60,1,,,,,,,,,,
3,927,Boston,Overcast,60,1,,,,,,,,,,
4,927,Boston,Overcast,64,1,,,,,,,,,,
5,927,Boston,Cloudy,59,1,,,,,,,,,,
6,927,Boston,Overcast,60,1,,,,,,,,,,
8,927,Boston,Cloudy,63,1,,,,,,,,,,
15,927,Boston,Cloudy,59,1,,,,,,,,,,
11,927,Boston,Cloudy,59,1,,,,,,,,,,
12,927,Boston,Cloudy,59,1,,,,,,,,,,
1,928,Boston,Cloudy,,1,,,,,,,,,,
2,928,Boston,Overcast,60,1,,,,,,,,,,
3,928,Boston,Overcast,61,1,,,,,,,,,,
4,928,Boston,Overcast,59,1,,,,,,,,,,
5,928,Boston,Cloudy,60,1,,,,,,,,,,
6,928,Boston,Overcast,60,1,,,,,,,,,,
8,928,Boston,Cloudy,60,1,,,,,,,,,,
15,928,Boston,Cloudy,61,1,,,,,,,,,,
11,928,Boston,Cloudy,60,1,,,,,,,,,,
12,928,Boston,Cloudy,60,1,,,,,,,,,,
1,929,Boston,Cloudy,,1,,,,,,,,,,
2,929,Boston,Overcast,60,1,,,,,,,,,,
3,929,Boston,Overcast,61,1,,,,,,,,,,
4,929,Boston,Overcast,59,1,,,,,,,,,,
5,929,Boston,Cloudy,60,1,,,,,,,,,,
6,929,Boston,Overcast,60,1,,,,,,,,,,
8,929,Boston,Cloudy,60,1,,,,,,,,,,
15,929,Boston,Cloudy,61,1,,,,,,,,,,
11,929,Boston,Cloudy,60,1,,,,,,,,,,
12,929,Boston,Cloudy,60,1,,,,,,,,,,
1,961,Charlotte,Fair,,1,,,,,,,,,,
2,961,Charlotte,Clear,49,1,,,,,,,,,,
3,961,Charlotte,Overcast,51,1,,,,,,,,,,
4,961,Charlotte,Overcast,62,1,,,,,,,,,,
5,961,Charlotte,Cloudy,50,1,,,,,,,,,,
6,961,Charlotte,Clear,70,1,,,,,,,,,,
7,961,Charlotte,Mostly Cloudy,48,1,,,,,,,,,,
14,961,Charlotte,Cloudy,51,1,,,,,,,,,,
8,961,Charlotte,Cloudy,50,1,,,,,,,,,,
9,961,Charlotte,Winter storm warningClear,49,1,,,,,,,,,,
15,961,Charlotte,Clear,50,1,,,,,,,,,,
10,961,Charlotte,clear sky,45,1,,,,,,,,,,
11,961,Charlotte,Cloudy,50,1,,,,,,,,,,
12,961,Charlotte,Cloudy,50,1,,,,,,,,,,
1,962,Charlotte,Fair,,1,,,,,,,,,,
2,962,Charlotte,Clear,53,1,,,,,,,,,,
3,962,Charlotte,Clear,53,1,,,,,,,,,,
4,962,Charlotte,Clear,56,1,,,,,,,,,,
5,962,Charlotte,Clear,52,1,,,,,,,,,,
6,962,Charlotte,Clear,67,1,,,,,,,,,,
7,962,Charlotte,Partly Cloudy,51,1,,,,,,,,,,
14,962,Charlotte,Mostly Clear,51,1,,,,,,,,,,
8,962,Charlotte,Cloudy,50,1,,,,,,,,,,
9,962,Charlotte,Winter storm warningClear,52,1,,,,,,,,,,
15,962,Charlotte,Clear,52,1,,,,,,,,,,
10,962,Charlotte,clear sky,45,1,,,,,,,,,,
11,962,Charlotte,Clear,52,1,,,,,,,,,,
12,962,Charlotte,Clear,52,1,,,,,,,,,,
1,963,Charlotte,Fair,,1,,,,,,,,,,
2,963,Charlotte,Clear,42,1,,,,,,,,,,
3,963,Charlotte,Mostly Cloudy,43,1,,,,,,,,,,
4,963,Charlotte,Clear,49,1,,,,,,,,,,
5,963,Charlotte,Cloudy,42,1,,,,,,,,,,
6,963,Charlotte,Clear,54,1,,,,,,,,,,
7,963,Charlotte,Mostly Cloudy,41,1,,,,,,,,,,
14,963,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
8,963,Charlotte,Cloudy,42,1,,,,,,,,,,
9,963,Charlotte,Winter storm warningMostly Cloudy,42,1,,,,,,,,,,
15,963,Charlotte,Clear,41,1,,,,,,,,,,
10,963,Charlotte,clear sky,52,1,,,,,,,,,,
11,963,Charlotte,Cloudy,42,1,,,,,,,,,,
12,963,Charlotte,Cloudy,42,1,,,,,,,,,,
1,964,Charlotte,Fair,,1,,,,,,,,,,
2,964,Charlotte,Clear,42,1,,,,,,,,,,
3,964,Charlotte,Clear,41,1,,,,,,,,,,
4,964,Charlotte,Clear,50,1,,,,,,,,,,
5,964,Charlotte,Cloudy,41,1,,,,,,,,,,
6,964,Charlotte,Clear,57,1,,,,,,,,,,
7,964,Charlotte,Cloudy,44,1,,,,,,,,,,
14,964,Charlotte,Mostly Clear,43,1,,,,,,,,,,
8,964,Charlotte,Cloudy,42,1,,,,,,,,,,
9,964,Charlotte,Winter storm warningCloudy,41,1,,,,,,,,,,
15,964,Charlotte,Clear,41,1,,,,,,,,,,
10,964,Charlotte,clear sky,44,1,,,,,,,,,,
11,964,Charlotte,Cloudy,41,1,,,,,,,,,,
12,964,Charlotte,Cloudy,41,1,,,,,,,,,,
1,965,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,965,Charlotte,Partly Cloudy,41,1,,,,,,,,,,
3,965,Charlotte,Scattered Clouds,41,1,,,,,,,,,,
4,965,Charlotte,Scattered Clouds,55,1,,,,,,,,,,
5,965,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
6,965,Charlotte,Partly Cloudy,61,1,,,,,,,,,,
7,965,Charlotte,Partly Cloudy,44,1,,,,,,,,,,
14,965,Charlotte,Mostly Clear,43,1,,,,,,,,,,
8,965,Charlotte,Cloudy,41,1,,,,,,,,,,
9,965,Charlotte,Winter storm warningPartly Cloudy,41,1,,,,,,,,,,
15,965,Charlotte,Mostly Clear,40,1,,,,,,,,,,
10,965,Charlotte,clear sky,44,1,,,,,,,,,,
11,965,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
12,965,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
1,966,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,966,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
3,966,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
4,966,Charlotte,Mostly Cloudy,54,1,,,,,,,,,,
5,966,Charlotte,Cloudy,44,1,,,,,,,,,,
6,966,Charlotte,Mostly Cloudy,61,1,,,,,,,,,,
7,966,Charlotte,Partly Cloudy,46,1,,,,,,,,,,
14,966,Charlotte,Partly Cloudy,41,1,,,,,,,,,,
8,966,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
9,966,Charlotte,Winter storm warningMostly Cloudy,44,1,,,,,,,,,,
15,966,Charlotte,Mostly Cloudy,44,1,,,,,,,,,,
10,966,Charlotte,clear sky,48,1,,,,,,,,,,
11,966,Charlotte,Cloudy,44,1,,,,,,,,,,
12,966,Charlotte,Cloudy,44,1,,,,,,,,,,
1,967,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,967,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
3,967,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
4,967,Charlotte,Mostly Cloudy,50,1,,,,,,,,,,
5,967,Charlotte,Cloudy,44,1,,,,,,,,,,
6,967,Charlotte,Mostly Cloudy,56,1,,,,,,,,,,
7,967,Charlotte,Partly Cloudy,43,1,,,,,,,,,,
14,967,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
8,967,Charlotte,Cloudy,44,1,,,,,,,,,,
9,967,Charlotte,Winter storm warningMostly Cloudy,44,1,,,,,,,,,,
15,967,Charlotte,Mostly Cloudy,41,1,,,,,,,,,,
10,967,Charlotte,clear sky,44,1,,,,,,,,,,
11,967,Charlotte,Cloudy,44,1,,,,,,,,,,
12,967,Charlotte,Cloudy,44,1,,,,,,,,,,
1,968,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,968,Charlotte,Mostly Cloudy,42,1,,,,,,,,,,
3,968,Charlotte,Mostly Cloudy,41,1,,,,,,,,,,
4,968,Charlotte,Mostly Cloudy,46,1,,,,,,,,,,
5,968,Charlotte,Cloudy,40,1,,,,,,,,,,
6,968,Charlotte,Mostly Cloudy,51,1,,,,,,,,,,
7,968,Charlotte,Mostly Cloudy,39,1,,,,,,,,,,
14,968,Charlotte,Mostly Cloudy,45,1,,,,,,,,,,
8,968,Charlotte,Cloudy,40,1,,,,,,,,,,
9,968,Charlotte,Winter storm warningMostly Cloudy,41,1,,,,,,,,,,
15,968,Charlotte,Mostly Cloudy,41,1,,,,,,,,,,
10,968,Charlotte,clear sky,48,1,,,,,,,,,,
11,968,Charlotte,Cloudy,40,1,,,,,,,,,,
12,968,Charlotte,Cloudy,40,1,,,,,,,,,,
1,969,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,969,Charlotte,Mostly Cloudy,39,1,,,,,,,,,,
3,969,Charlotte,Mostly Cloudy,36,1,,,,,,,,,,
4,969,Charlotte,Mostly Cloudy,40,1,,,,,,,,,,
5,969,Charlotte,Cloudy,36,1,,,,,,,,,,
6,969,Charlotte,Mostly Cloudy,47,1,,,,,,,,,,
7,969,Charlotte,Mostly Cloudy,33,1,,,,,,,,,,
14,969,Charlotte,Mostly Cloudy,41,1,,,,,,,,,,
8,969,Charlotte,Cloudy,36,1,,,,,,,,,,
9,969,Charlotte,Winter storm warningMostly Cloudy,38,1,,,,,,,,,,
15,969,Charlotte,Mostly Cloudy,36,1,,,,,,,,,,
10,969,Charlotte,clear sky,30,1,,,,,,,,,,
11,969,Charlotte,Cloudy,36,1,,,,,,,,,,
12,969,Charlotte,Cloudy,36,1,,,,,,,,,,
1,970,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,970,Charlotte,Mostly Cloudy,33,1,,,,,,,,,,
3,970,Charlotte,Mostly Cloudy,33,1,,,,,,,,,,
4,970,Charlotte,Mostly Cloudy,39,1,,,,,,,,,,
5,970,Charlotte,Cloudy,33,1,,,,,,,,,,
6,970,Charlotte,Mostly Cloudy,44,1,,,,,,,,,,
7,970,Charlotte,Mostly Cloudy,32,1,,,,,,,,,,
14,970,Charlotte,Mostly Cloudy,36,1,,,,,,,,,,
8,970,Charlotte,Cloudy,36,1,,,,,,,,,,
9,970,Charlotte,Winter storm warningMostly Cloudy,33,1,,,,,,,,,,
15,970,Charlotte,Mostly Cloudy,33,1,,,,,,,,,,
10,970,Charlotte,clear sky,30,1,,,,,,,,,,
11,970,Charlotte,Cloudy,33,1,,,,,,,,,,
12,970,Charlotte,Cloudy,33,1,,,,,,,,,,
1,971,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,971,Charlotte,Mostly Cloudy,33,1,,,,,,,,,,
3,971,Charlotte,Mostly Cloudy,27,1,,,,,,,,,,
4,971,Charlotte,Mostly Cloudy,36,1,,,,,,,,,,
5,971,Charlotte,Cloudy,33,1,,,,,,,,,,
6,971,Charlotte,Mostly Cloudy,42,1,,,,,,,,,,
7,971,Charlotte,Mostly Cloudy,33,1,,,,,,,,,,
14,971,Charlotte,Mostly Cloudy,36,1,,,,,,,,,,
8,971,Charlotte,Cloudy,33,1,,,,,,,,,,
9,971,Charlotte,Winter storm warningMostly Cloudy,26,1,,,,,,,,,,
15,971,Charlotte,Mostly Cloudy,27,1,,,,,,,,,,
10,971,Charlotte,clear sky,33,1,,,,,,,,,,
11,971,Charlotte,Cloudy,27,1,,,,,,,,,,
12,971,Charlotte,Cloudy,33,1,,,,,,,,,,
1,972,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,972,Charlotte,Mostly Cloudy,27,1,,,,,,,,,,
3,972,Charlotte,Mostly Cloudy,27,1,,,,,,,,,,
4,972,Charlotte,Mostly Cloudy,39,1,,,,,,,,,,
5,972,Charlotte,Cloudy,27,1,,,,,,,,,,
6,972,Charlotte,Mostly Cloudy,43,1,,,,,,,,,,
7,972,Charlotte,Mostly Cloudy,28,1,,,,,,,,,,
14,972,Charlotte,Mostly Cloudy,36,1,,,,,,,,,,
8,972,Charlotte,Cloudy,27,1,,,,,,,,,,
9,972,Charlotte,Winter storm warningMostly Cloudy,26,1,,,,,,,,,,
15,972,Charlotte,Mostly Cloudy,28,1,,,,,,,,,,
10,972,Charlotte,clear sky,33,1,,,,,,,,,,
11,972,Charlotte,Cloudy,27,1,,,,,,,,,,
12,972,Charlotte,Cloudy,27,1,,,,,,,,,,
1,973,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,973,Charlotte,Mostly Cloudy,29,1,,,,,,,,,,
3,973,Charlotte,Mostly Cloudy,28,1,,,,,,,,,,
4,973,Charlotte,Mostly Cloudy,39,1,,,,,,,,,,
5,973,Charlotte,Cloudy,28,1,,,,,,,,,,
6,973,Charlotte,Mostly Cloudy,41,1,,,,,,,,,,
7,973,Charlotte,Mostly Cloudy,29,1,,,,,,,,,,
14,973,Charlotte,Mostly Cloudy,27,1,,,,,,,,,,
8,973,Charlotte,Cloudy,28,1,,,,,,,,,,
9,973,Charlotte,Winter storm warningMostly Cloudy,28,1,,,,,,,,,,
15,973,Charlotte,Mostly Cloudy,28,1,,,,,,,,,,
10,973,Charlotte,clear sky,31,1,,,,,,,,,,
12,973,Charlotte,Cloudy,28,1,,,,,,,,,,
1,974,Charlotte,Cloudy,,1,,,,,,,,,,
2,974,Charlotte,Overcast,29,1,,,,,,,,,,
3,974,Charlotte,Overcast,30,1,,,,,,,,,,
4,974,Charlotte,Overcast,40,1,,,,,,,,,,
5,974,Charlotte,Cloudy,29,1,,,,,,,,,,
6,974,Charlotte,Overcast,42,1,,,,,,,,,,
7,974,Charlotte,Cloudy,30,1,,,,,,,,,,
14,974,Charlotte,Mostly Cloudy,28,1,,,,,,,,,,
8,974,Charlotte,Cloudy,29,1,,,,,,,,,,
9,974,Charlotte,Winter storm warningCloudy,29,1,,,,,,,,,,
15,974,Charlotte,Cloudy,29,1,,,,,,,,,,
10,974,Charlotte,mostly cloudy,26,1,,,,,,,,,,
11,974,Charlotte,Cloudy,29,1,,,,,,,,,,
12,974,Charlotte,Cloudy,29,1,,,,,,,,,,
1,975,Charlotte,Cloudy,,1,,,,,,,,,,
2,975,Charlotte,Overcast,31,1,,,,,,,,,,
3,975,Charlotte,Overcast,31,1,,,,,,,,,,
4,975,Charlotte,Overcast,41,1,,,,,,,,,,
5,975,Charlotte,Cloudy,30,1,,,,,,,,,,
6,975,Charlotte,Overcast,43,1,,,,,,,,,,
7,975,Charlotte,Cloudy,35,1,,,,,,,,,,
14,975,Charlotte,Cloudy,30,1,,,,,,,,,,
8,975,Charlotte,Cloudy,29,1,,,,,,,,,,
9,975,Charlotte,Weather WarningsCloudy,31,1,,,,,,,,,,
15,975,Charlotte,Cloudy,30,1,,,,,,,,,,
10,975,Charlotte,mostly cloudy,26,1,,,,,,,,,,
11,975,Charlotte,Cloudy,30,1,,,,,,,,,,
12,975,Charlotte,Cloudy,30,1,,,,,,,,,,
1,976,Charlotte,Light Snow,,1,,,,,,,,,,
2,976,Charlotte,Overcast,31,1,,,,,,,,,,
3,976,Charlotte,Light Snow,70,1,,,,,,,,,,
4,976,Charlotte,Light Snow,56,1,,,,,,,,,,
5,976,Charlotte,Flurries,64,1,,,,,,,,,,
6,976,Charlotte,Snow,44,1,,,,,,,,,,
7,976,Charlotte,Cloudy,50,1,,,,,,,,,,
14,976,Charlotte,Cloudy,31,1,,,,,,,,,,
8,976,Charlotte,Cloudy,30,1,,,,,,,,,,
9,976,Charlotte,Weather WarningsSnow,69,1,,,,,,,,,,
15,976,Charlotte,Light Snow,69,1,,,,,,,,,,
10,976,Charlotte,mostly cloudy,31,1,,,,,,,,,,
11,976,Charlotte,Light Snow,64,1,,,,,,,,,,
12,976,Charlotte,Light Snow,69,1,,,,,,,,,,
1,977,Charlotte,Light Snow,,1,,,,,,,,,,
2,977,Charlotte,Light Snow,75,1,,,,,,,,,,
3,977,Charlotte,Light Snow,85,1,,,,,,,,,,
4,977,Charlotte,Light Snow Mist,85,1,,,,,,,,,,
5,977,Charlotte,Snow,74,1,,,,,,,,,,
6,977,Charlotte,Snow,66,1,,,,,,,,,,
7,977,Charlotte,Cloudy,56,1,,,,,,,,,,
14,977,Charlotte,Cloudy,31,1,,,,,,,,,,
8,977,Charlotte,Flurries,69,1,,,,,,,,,,
9,977,Charlotte,Winter storm warningSnow,86,1,,,,,,,,,,
10,977,Charlotte,mostly cloudy,31,1,,,,,,,,,,
11,977,Charlotte,Snow,74,1,,,,,,,,,,
12,977,Charlotte,Snow,74,1,,,,,,,,,,
1,978,Charlotte,Light Snow,,1,,,,,,,,,,
2,978,Charlotte,Light Snow,81,1,,,,,,,,,,
3,978,Charlotte,Light Snow,81,1,,,,,,,,,,
4,978,Charlotte,Light Snow Mist,90,1,,,,,,,,,,
5,978,Charlotte,Snow,80,1,,,,,,,,,,
6,978,Charlotte,Snow,72,1,,,,,,,,,,
7,978,Charlotte,Snow Showers,74,1,,,,,,,,,,
14,978,Charlotte,Snow Shower,70,1,,,,,,,,,,
8,978,Charlotte,Snow,80,1,,,,,,,,,,
9,978,Charlotte,Weather WarningsSnow,80,1,,,,,,,,,,
15,978,Charlotte,"Light Snow, Mist",86,1,,,,,,,,,,
10,978,Charlotte,mostly cloudy,33,1,,,,,,,,,,
11,978,Charlotte,Snow,80,1,,,,,,,,,,
12,978,Charlotte,Snow,80,1,,,,,,,,,,
1,979,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,979,Charlotte,Partly Cloudy,48,1,,,,,,,,,,
3,979,Charlotte,Scattered Clouds,52,1,,,,,,,,,,
4,979,Charlotte,Scattered Clouds,63,1,,,,,,,,,,
5,979,Charlotte,Mostly Sunny,48,1,,,,,,,,,,
6,979,Charlotte,Snow,67,1,,,,,,,,,,
7,979,Charlotte,Partly Cloudy,50,1,,,,,,,,,,
14,979,Charlotte,Partly Cloudy,48,1,,,,,,,,,,
8,979,Charlotte,Mostly Sunny,48,1,,,,,,,,,,
9,979,Charlotte,Special weather statementPartly Cloudy,51,1,,,,,,,,,,
15,979,Charlotte,Mostly Clear,52,1,,,,,,,,,,
10,979,Charlotte,clear sky,38,1,,,,,,,,,,
11,979,Charlotte,Mostly Clear,51,1,,,,,,,,,,
12,979,Charlotte,Mostly Sunny,48,1,,,,,,,,,,
1,980,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,980,Charlotte,Partly Cloudy,52,1,,,,,,,,,,
3,980,Charlotte,Scattered Clouds,52,1,,,,,,,,,,
4,980,Charlotte,Scattered Clouds,70,1,,,,,,,,,,
5,980,Charlotte,Mostly Clear,51,1,,,,,,,,,,
6,980,Charlotte,Partly Cloudy,69,1,,,,,,,,,,
7,980,Charlotte,Partly Cloudy,52,1,,,,,,,,,,
14,980,Charlotte,Partly Cloudy,48,1,,,,,,,,,,
8,980,Charlotte,Mostly Clear,51,1,,,,,,,,,,
9,980,Charlotte,Special weather statementPartly Cloudy,51,1,,,,,,,,,,
15,980,Charlotte,Mostly Clear,58,1,,,,,,,,,,
10,980,Charlotte,clear sky,47,1,,,,,,,,,,
11,980,Charlotte,Mostly Clear,51,1,,,,,,,,,,
12,980,Charlotte,Mostly Clear,51,1,,,,,,,,,,
1,981,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,981,Charlotte,Clear,35,1,,,,,,,,,,
3,981,Charlotte,Scattered Clouds,59,1,,,,,,,,,,
4,981,Charlotte,Scattered Clouds,77,1,,,,,,,,,,
5,981,Charlotte,Mostly Clear,58,1,,,,,,,,,,
7,981,Charlotte,Partly Cloudy,49,1,,,,,,,,,,
14,981,Charlotte,Partly Cloudy,52,1,,,,,,,,,,
8,981,Charlotte,Mostly Clear,58,1,,,,,,,,,,
9,981,Charlotte,Special weather statementPartly Cloudy,55,1,,,,,,,,,,
15,981,Charlotte,Mostly Clear,58,1,,,,,,,,,,
10,981,Charlotte,clear sky,75,1,,,,,,,,,,
11,981,Charlotte,Mostly Clear,58,1,,,,,,,,,,
12,981,Charlotte,Mostly Clear,58,1,,,,,,,,,,
1,982,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,982,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
3,982,Charlotte,Partly Cloudy,79,1,,,,,,,,,,
4,982,Charlotte,Partly Cloudy,83,1,,,,,,,,,,
5,982,Charlotte,Mostly Clear,78,1,,,,,,,,,,
6,982,Charlotte,Partly Cloudy,79,1,,,,,,,,,,
7,982,Charlotte,Mostly Clear,73,1,,,,,,,,,,
14,982,Charlotte,Partly Cloudy,59,1,,,,,,,,,,
8,982,Charlotte,Mostly Clear,58,1,,,,,,,,,,
9,982,Charlotte,Special weather statementMostly Sunny,80,1,,,,,,,,,,
15,982,Charlotte,Few Clouds,78,1,,,,,,,,,,
10,982,Charlotte,clear sky,75,1,,,,,,,,,,
11,982,Charlotte,Mostly Clear,78,1,,,,,,,,,,
12,982,Charlotte,Mostly Clear,78,1,,,,,,,,,,
1,983,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,983,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
3,983,Charlotte,Partly Cloudy,79,1,,,,,,,,,,
4,983,Charlotte,Partly Cloudy,87,1,,,,,,,,,,
5,983,Charlotte,Mostly Clear,78,1,,,,,,,,,,
6,983,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,983,Charlotte,Clear,73,1,,,,,,,,,,
14,983,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
8,983,Charlotte,Mostly Clear,78,1,,,,,,,,,,
9,983,Charlotte,Special weather statementMostly Sunny,80,1,,,,,,,,,,
15,983,Charlotte,Few Clouds,78,1,,,,,,,,,,
10,983,Charlotte,clear sky,75,1,,,,,,,,,,
11,983,Charlotte,Mostly Clear,78,1,,,,,,,,,,
12,983,Charlotte,Mostly Clear,78,1,,,,,,,,,,
1,984,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,984,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
3,984,Charlotte,Partly Cloudy,79,1,,,,,,,,,,
4,984,Charlotte,Partly Cloudy,87,1,,,,,,,,,,
5,984,Charlotte,Mostly Clear,78,1,,,,,,,,,,
6,984,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,984,Charlotte,Partly Cloudy,72,1,,,,,,,,,,
14,984,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
8,984,Charlotte,Mostly Clear,78,1,,,,,,,,,,
9,984,Charlotte,Special weather statementMostly Sunny,80,1,,,,,,,,,,
15,984,Charlotte,Few Clouds,85,1,,,,,,,,,,
10,984,Charlotte,clear sky,80,1,,,,,,,,,,
11,984,Charlotte,Mostly Clear,78,1,,,,,,,,,,
12,984,Charlotte,Mostly Clear,78,1,,,,,,,,,,
1,985,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,985,Charlotte,Partly Cloudy,86,1,,,,,,,,,,
3,985,Charlotte,Partly Cloudy,85,1,,,,,,,,,,
4,985,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
5,985,Charlotte,Mostly Clear,85,1,,,,,,,,,,
6,985,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,985,Charlotte,Mostly Clear,80,1,,,,,,,,,,
14,985,Charlotte,Partly Cloudy,79,1,,,,,,,,,,
8,985,Charlotte,Mostly Clear,85,1,,,,,,,,,,
9,985,Charlotte,Special weather statementMostly Sunny,86,1,,,,,,,,,,
15,985,Charlotte,Few Clouds,85,1,,,,,,,,,,
10,985,Charlotte,clear sky,93,1,,,,,,,,,,
11,985,Charlotte,Mostly Clear,85,1,,,,,,,,,,
12,985,Charlotte,Mostly Clear,85,1,,,,,,,,,,
1,986,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,986,Charlotte,Partly Cloudy,93,1,,,,,,,,,,
3,986,Charlotte,Partly Cloudy,89,1,,,,,,,,,,
4,986,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
5,986,Charlotte,Mostly Clear,88,1,,,,,,,,,,
6,986,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,986,Charlotte,Partly Cloudy,84,1,,,,,,,,,,
14,986,Charlotte,Partly Cloudy,82,1,,,,,,,,,,
8,986,Charlotte,Mostly Clear,85,1,,,,,,,,,,
9,986,Charlotte,Special weather statementMostly Sunny,93,1,,,,,,,,,,
15,986,Charlotte,Few Clouds,89,1,,,,,,,,,,
10,986,Charlotte,clear sky,93,1,,,,,,,,,,
11,986,Charlotte,Mostly Clear,88,1,,,,,,,,,,
12,986,Charlotte,Mostly Clear,88,1,,,,,,,,,,
1,987,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,987,Charlotte,Partly Cloudy,93,1,,,,,,,,,,
3,987,Charlotte,Partly Cloudy,89,1,,,,,,,,,,
4,987,Charlotte,Partly Cloudy,82,1,,,,,,,,,,
5,987,Charlotte,Mostly Clear,88,1,,,,,,,,,,
6,987,Charlotte,Partly Cloudy,82,1,,,,,,,,,,
7,987,Charlotte,Partly Cloudy,87,1,,,,,,,,,,
14,987,Charlotte,Partly Cloudy,86,1,,,,,,,,,,
8,987,Charlotte,Mostly Clear,88,1,,,,,,,,,,
9,987,Charlotte,Special weather statementMostly Sunny,93,1,,,,,,,,,,
15,987,Charlotte,Few Clouds,89,1,,,,,,,,,,
10,987,Charlotte,clear sky,86,1,,,,,,,,,,
11,987,Charlotte,Mostly Clear,88,1,,,,,,,,,,
12,987,Charlotte,Mostly Clear,88,1,,,,,,,,,,
1,988,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,988,Charlotte,Partly Cloudy,93,1,,,,,,,,,,
3,988,Charlotte,Partly Cloudy,89,1,,,,,,,,,,
4,988,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
5,988,Charlotte,Mostly Clear,88,1,,,,,,,,,,
6,988,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,988,Charlotte,Partly Cloudy,84,1,,,,,,,,,,
14,988,Charlotte,Partly Cloudy,86,1,,,,,,,,,,
8,988,Charlotte,Mostly Clear,88,1,,,,,,,,,,
9,988,Charlotte,Special weather statementMostly Sunny,93,1,,,,,,,,,,
15,988,Charlotte,Few Clouds,89,1,,,,,,,,,,
10,988,Charlotte,clear sky,86,1,,,,,,,,,,
11,988,Charlotte,Mostly Clear,88,1,,,,,,,,,,
