0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
38,34,90,,99,51,3668,75,77,70,131,99,,,192860000,,,,1,34
39,34,,,,,0,,,,,,,,,,,,1,34
40,34,90,105,,51,,,,,,,,,,,,,1,34
41,34,90,105,99,51,53950,75,76,70,131,98,,,194400,1,1,,1,34
42,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
43,34,90,105,99,51,53350,75,76,70,131,99,,,,,,,1,34
44,34,5,106,100,2,4011,76,78,,,,,,,,,,1,34
45,34,104,107,,32,,,,,,,,,,,,,1,34
46,34,90,105,99,51,53950,75,77,70,131,99,,,,,,167,1,34
47,34,,105,99,51,53950,75,76,,,,,,,,,,1,34
48,34,90,105,99,51,53350,75,76,70,133,99,17516828,,192860276,,,,1,34
49,34,90,105,99,51,53950,75,77,70,131,99,,352,194400000,1,1,,1,34
50,34,90,105,99,51,53950,75,76,70,131,98,17516828,,197064315,,,167,1,34
51,34,90,105,99,51,50482,75,77,70,131,98,17510000000,,194000000,,,113,1,34
52,34,90,105,99,51,50182,75,77,,131,99,,,194000000,,,168,1,34
53,34,90,105,99,51,53950,75,77,70,131,99,,,197060000,,,113,1,34
54,34,104,107,,32,,,,,131,98,,,196940000,1,,165,1,34
55,34,90,105,,51,,75,77,,131,99,,353,194440000,1,1,169,1,34
1,35,105,108,101,52,878287,77,79,,,,,,,,,,1,35
2,35,105,108,101,52,878187,77,79,72,134,101,,354,6630000000,111,44,170,1,35
3,35,105,108,101,52,875293,77,79,,,,183540000,,6400000000,112,45,,1,35
4,35,105,108,101,52,878187,77,79,,135,102,167964000,355,6574129000,113,45,19,1,35
5,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
6,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
7,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
8,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
9,35,105,108,101,52,878187,77,79,72,136,103,167964470,356,7000000000,114,44,,1,35
10,35,105,108,101,52,878187,77,79,72,,,,357,6600000000,112,,,1,35
11,35,106,108,101,52,878187,77,79,72,136,103,,356,,,,170,1,35
12,35,105,108,101,52,878187,77,79,72,135,102,167964000,358,6460000000,115,45,,1,35
13,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
14,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
15,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
16,35,60,108,101,52,878187,77,79,72,135,102,168000000,357,7000000000,114,44,170,1,35
17,35,105,108,,,878187,,,72,137,104,167960000,359,6570000000,,44,171,1,35
18,35,105,108,101,52,878187,77,79,72,135,102,,360,6570000000,116,44,,1,35
19,35,,108,,52,878187,,,72,,,,,,,,,1,35
20,35,105,108,101,52,878187,77,79,,135,102,167960000,361,6570000000,112,45,171,1,35
21,35,105,108,101,52,875293,77,79,72,,,,,,,,,1,35
22,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
23,35,105,108,101,52,875293,77,79,,,,,362,,,,,1,35
24,35,105,108,101,52,,,,72,,,,,,,,,1,35
25,35,105,108,101,52,,77,79,,135,105,,363,6574000000,,,172,1,35
26,35,105,108,101,52,658800,77,79,72,,,167960000,364,6460000000,115,,171,1,35
27,35,105,108,101,52,23242,77,79,72,135,106,,365,6400000000,112,45,173,1,35
28,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
29,35,105,108,101,52,878187,77,79,72,135,102,167960000,359,6460000000,115,44,170,1,35
30,35,105,108,,52,878187,77,79,72,135,102,167964000,356,6574110960,115,44,170,1,35
31,35,105,108,101,52,878187,77,79,72,136,103,167960000,357,6600000000,112,44,170,1,35
32,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
33,35,105,108,101,52,878187,77,79,72,135,102,165045874,364,6459896000,,45,,1,35
34,35,105,108,101,,878187,77,79,72,135,105,,363,,117,26,172,1,35
35,35,105,108,,52,878187,,,,,,,,,,,,1,35
36,35,105,108,101,52,878187,77,79,73,135,102,,364,,,,19,1,35
37,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
38,35,105,,101,52,23242,77,79,72,135,106,,365,6400000000,112,45,173,1,35
39,35,105,109,101,52,690362,77,79,72,135,102,,361,,,,171,1,35
40,35,105,108,,52,,,,,,,,363,,,,,1,35
41,35,105,108,101,52,878187,77,79,72,135,102,,,6459900,115,45,,1,35
42,35,105,108,101,52,878187,77,79,72,136,103,167964470,,,,,,1,35
43,35,105,108,102,52,878190,77,79,72,135,102,,,,,,,1,35
44,35,5,110,103,2,120395,78,80,,,,,,,,,,1,35
45,35,107,111,,53,,,,,,,,,,,,,1,35
46,35,105,108,101,52,878187,77,79,72,136,103,,356,,,,170,1,35
47,35,,108,101,52,878187,77,79,,,,,,,,,,1,35
48,35,105,108,102,52,878187,77,79,72,138,102,167964470,,6396087018,,,,1,35
49,35,105,108,101,52,878187,77,79,72,135,102,,366,6400000000,115,45,,1,35
50,35,105,108,101,52,878187,77,79,72,135,102,167964470,367,6574129356,118,45,172,1,35
51,35,105,108,101,52,856045,77,79,72,135,102,1.68E+11,368,6460000000,,,174,1,35
52,35,105,108,101,52,875293,77,79,,135,102,,367,6000000000,114,26,133,1,35
53,35,105,108,101,52,878187,77,79,72,135,102,,369,6570000000,114,44,172,1,35
54,35,107,111,,53,,,,,135,102,,370,6620000000,119,,175,1,35
55,35,105,108,,52,,77,79,,135,102,,371,6460000000,115,44,40,1,35
1,36,108,112,104,54,741071,79,81,,,,,,,,,,1,36
2,36,108,112,104,54,741071,79,81,74,139,107,,372,37550000000,120,51,176,1,36
3,36,108,112,104,54,732890,79,81,,,,192690000,,49850000000,121,52,,1,36
4,36,108,112,104,54,741071,79,81,,140,108,132319000,373,37770370000,122,52,177,1,36
5,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
6,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
7,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
8,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
9,36,108,112,104,54,741071,79,81,74,140,108,192293949,98,38000000000,51,51,,1,36
10,36,108,112,104,54,732890,79,81,74,,,,374,37800000000,121,,,1,36
11,36,108,112,104,54,738890,79,81,74,140,108,,98,,,,178,1,36
12,36,108,112,104,54,741071,79,81,74,140,108,192294000,210,36880000000,120,52,,1,36
13,36,108,112,104,54,738890,79,81,74,140,108,192293949,,,,,,1,36
14,36,108,112,104,54,738890,79,81,74,140,108,192293949,,,,,,1,36
15,36,108,112,104,54,738890,79,81,74,140,108,192293949,,,,,,1,36
16,36,108,112,104,54,738890,79,81,74,140,108,192000000,374,38000000000,121,51,176,1,36
17,36,108,112,,,738890,,,74,141,109,192290000,375,36880000000,,51,178,1,36
18,36,108,112,104,54,738890,79,81,74,140,108,,210,37770000000,123,51,,1,36
19,36,,112,,54,741071,,,74,,,,,,,,,1,36
20,36,108,112,104,54,738890,79,81,,140,108,192290000,98,37770000000,121,52,178,1,36
21,36,108,112,104,54,732890,79,81,74,,,,,,,,,1,36
22,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
23,36,108,112,104,54,732890,79,81,,,,,376,,,,,1,36
24,36,108,112,104,54,,,,74,,,,,,,,,1,36
25,36,108,112,104,54,,79,81,,140,108,,375,37760000000,,,178,1,36
26,36,108,112,104,54,728200,79,81,74,,,192290000,375,36880000000,120,,178,1,36
27,36,108,113,104,54,9807,79,81,74,140,110,,377,49850000000,121,52,179,1,36
28,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
29,36,108,112,104,54,741071,79,81,74,140,108,192290000,98,36880000000,120,51,178,1,36
30,36,108,112,,54,738890,79,81,74,140,108,192294000,378,37770387480,120,51,176,1,36
31,36,108,112,104,54,732890,79,81,74,140,108,192290000,374,37800000000,121,51,178,1,36
32,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
33,36,108,112,104,54,741071,79,81,74,140,108,129213456,375,25380107000,,52,,1,36
34,36,108,112,104,,741071,79,81,74,140,108,,375,,124,53,178,1,36
35,36,108,112,,54,741071,,,,,,,,,,,,1,36
36,36,108,112,104,54,741071,79,81,75,140,108,,212,,,,180,1,36
37,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
38,36,108,,104,54,9807,79,81,74,140,110,,377,49850000000,121,52,179,1,36
39,36,108,114,104,54,0,79,81,74,140,108,,98,,,,178,1,36
40,36,108,112,,54,,,,,,,,375,,,,,1,36
41,36,108,112,104,54,741071,79,81,74,140,108,,,36883900,120,52,,1,36
42,36,108,112,104,54,741071,79,81,74,140,108,192293949,,,,,,1,36
43,36,108,112,104,54,741070,79,81,74,140,108,,,,,,,1,36
44,36,5,115,105,2,69363,80,82,,,,,,,,,,1,36
45,36,108,112,,54,,,,,,,,,,,,,1,36
46,36,108,112,104,54,738890,79,81,74,140,108,,98,,,,178,1,36
47,36,,112,104,54,741071,79,81,,,,,,,,,,1,36
48,36,108,112,104,54,738890,79,81,74,142,108,192293949,,36899285874,,,,1,36
49,36,108,112,104,54,738890,79,81,74,140,108,,210,36800000000,120,52,,1,36
50,36,108,112,104,54,741071,79,81,74,140,108,192293949,210,37770377463,120,52,178,1,36
51,36,108,112,104,54,731264,79,81,74,140,108,1.92E+11,379,36880000000,,,181,1,36
52,36,108,112,104,54,732890,79,81,,140,108,,210,37000000000,105,54,182,1,36
53,36,108,112,104,54,738890,79,81,74,140,108,,98,37760000000,105,51,178,1,36
54,36,108,112,,54,,,,,140,108,,98,37550000000,125,,178,1,36
55,36,108,112,,54,,79,81,,140,108,,380,36670000000,120,51,177,1,36
1,37,109,116,106,55,13405219,81,83,,,,,,,,,,1,37
2,37,109,117,106,55,12479156,81,83,76,143,111,,381,9610000000,,,183,1,37
3,37,109,116,106,55,13386000,81,83,,,,588680000,,9450000000,,,,1,37
4,37,109,116,106,55,13036144,81,83,,143,111,600288000,382,9691656000,,,15,1,37
5,37,109,116,106,55,13402819,81,83,76,143,111,600288389,,,,,,1,37
6,37,109,116,106,55,13402819,81,83,76,143,111,600288389,,,,,,1,37
7,37,109,116,106,55,13402819,81,83,76,143,111,600288389,,,,,,1,37
8,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
9,37,109,116,106,55,13393978,81,83,76,143,111,600288389,383,10000000000,,,,1,37
10,37,109,117,106,55,13385898,81,83,76,,,,384,9700000000,,,,1,37
11,37,109,117,106,55,13393978,81,83,76,143,111,,385,,,,22,1,37
12,37,109,116,106,55,13396378,81,83,76,143,111,600288000,386,9570000000,,,,1,37
13,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
14,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
15,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
16,37,110,117,106,55,13396378,81,83,76,143,111,600000000,384,10000000000,1,1,22,1,37
17,37,111,117,,,13396278,,,76,144,112,600290000,387,9570000000,,,22,1,37
18,37,109,117,106,55,13396378,81,83,76,143,111,,11,9690000000,,,,1,37
19,37,,116,,55,13498736,,,76,,,,,,,,,1,37
20,37,109,117,106,55,13400000,81,83,,143,111,600290000,388,9690000000,,,22,1,37
21,37,109,116,106,55,13394978,81,83,76,,,,,,,,,1,37
22,37,109,116,106,55,13394978,81,83,76,143,111,600288389,,,,,,1,37
23,37,109,117,106,55,12234549,81,83,,,,,389,,,,,1,37
24,37,65,118,106,31,,,,76,,,,,,,,,1,37
25,37,109,116,107,55,,81,83,,143,111,,390,9692000000,,,10,1,37
26,37,65,118,106,31,13238800,81,83,76,,,600290000,387,9570000000,1,,22,1,37
27,37,109,117,106,55,139256,81,83,76,143,111,,391,9450000000,,,22,1,37
28,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
29,37,109,117,106,55,13400000,81,83,76,143,111,600290000,392,9570000000,,,22,1,37
30,37,109,116,106,55,13396378,81,83,76,143,111,600288000,393,9691649760,,,183,1,37
31,37,112,119,106,56,13345474,81,83,76,143,111,600290000,394,9700000000,,,22,1,37
32,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
33,37,109,116,106,55,13515363,81,83,76,143,111,592479963,395,9565589000,,,,1,37
34,37,109,116,107,,13498636,81,84,76,143,111,,390,,,1,10,1,37
35,37,113,120,,50,4833239,,,,,,,,,,,,1,37
36,37,109,117,106,55,13396378,81,83,77,143,111,,392,,,,10,1,37
37,37,109,116,106,55,13393978,81,83,76,143,111,600288389,,,,,,1,37
38,37,109,,106,55,138256,81,83,76,143,111,,391,9450000000,,,22,1,37
39,37,109,117,106,55,0,81,83,76,143,111,,388,,,,22,1,37
40,37,109,116,,55,,,,,,,,390,,,,,1,37
41,37,109,116,106,55,13405219,81,83,76,143,111,,,9565600,1,1,,1,37
42,37,109,116,106,55,13402819,81,83,76,143,111,600288389,,,,,,1,37
43,37,109,116,106,55,13400000,81,83,76,143,111,,,,,,,1,37
44,37,5,121,108,2,1539333,82,85,,,,,,,,,,1,37
45,37,114,116,,57,,,,,,,,,,,,,1,37
46,37,109,117,106,55,13393978,81,83,76,143,111,,385,,,,22,1,37
47,37,,116,107,55,13396278,81,84,,,,,,,,,,1,37
48,37,109,116,106,55,13396378,81,83,76,145,111,600288389,,9448539243,,,,1,37
49,37,109,116,106,55,13396378,81,83,78,143,111,,12,9500000000,1,1,,1,37
50,37,109,116,106,55,13476000,81,83,76,143,111,600288389,396,9691656040,,,22,1,37
51,37,109,117,106,55,13385898,81,83,76,143,111,6.00E+11,397,9560000000,,,8,1,37
52,37,109,117,106,55,13393978,81,83,,143,111,,396,10000000000,,,8,1,37
53,37,109,117,107,55,13396278,81,83,76,143,111,,398,9690000000,,,10,1,37
54,37,111,116,,57,,,,,143,111,,399,9610000000,1,,10,1,37
55,37,109,117,,55,,81,83,,143,111,,400,9480000000,1,1,15,1,37
1,38,115,122,109,58,1659407,83,86,,,,,,,,,,1,38
2,38,115,122,109,58,1473159,83,86,79,146,113,,401,15160000000,,,47,1,38
3,38,115,122,109,58,1655000,83,86,,,,190340000,,14720000000,,,,1,38
4,38,115,122,109,58,1659407,83,86,,146,113,187995000,402,15186270000,,,49,1,38
5,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
6,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
7,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
8,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
9,38,115,122,109,58,1659007,83,86,79,147,113,187995411,403,15000000000,,,,1,38
10,38,115,122,110,58,1659207,83,86,79,,,,404,15200000000,,,,1,38
11,38,116,123,109,59,1569205,83,86,79,146,113,,405,,,,184,1,38
12,38,115,122,109,58,1659407,83,86,79,146,113,187995000,406,15040000000,,,,1,38
13,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
14,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
15,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
16,38,6,122,109,58,1659407,83,86,79,148,113,188000000,407,15000000000,1,1,47,1,38
17,38,7,122,,,1659407,,,79,149,114,188000000,408,15040000000,,,184,1,38
18,38,115,122,109,58,1658448,83,86,79,146,113,,409,15190000000,,,,1,38
19,38,,122,,58,1660409,,,79,,,,,,,,,1,38
20,38,7,122,109,58,1660000,83,86,,146,113,188000000,410,15190000000,,,184,1,38
21,38,115,122,109,58,1659007,83,86,79,,,,,,,,,1,38
22,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
23,38,7,122,109,58,1353706,83,86,,,,,411,,,,,1,38
24,38,115,122,109,58,,,,79,,,,,,,,,1,38
25,38,7,122,109,58,,84,86,,150,115,,412,15186000000,,,184,1,38
26,38,115,122,109,58,1641200,83,86,79,,,188000000,408,15040000000,1,,184,1,38
27,38,115,122,109,58,41323,83,86,79,146,116,,413,14910000000,,,47,1,38
28,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
29,38,7,122,109,58,1660000,83,86,79,146,113,188000000,403,15040000000,,,184,1,38
30,38,115,122,109,58,1659407,83,86,79,146,113,187995000,414,15186236100,,,47,1,38
31,38,117,124,109,60,1573469,83,86,79,146,113,188000000,404,15200000000,,,184,1,38
32,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
33,38,115,122,109,58,1680968,83,86,79,146,113,186179747,408,15039600000,,,,1,38
34,38,7,122,109,,1660409,85,86,79,150,115,,412,,,1,184,1,38
35,38,115,122,,58,1659407,,,,,,,,,,,,1,38
36,38,115,122,109,58,1659407,83,86,80,146,113,,415,,,,185,1,38
37,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
38,38,115,,109,58,41323,83,86,79,146,116,,413,14910000000,,,47,1,38
39,38,7,122,109,58,0,83,86,79,146,113,,410,,,,184,1,38
40,38,7,122,,58,,,,,,,,412,,,,,1,38
41,38,115,122,109,58,1659407,83,86,79,146,113,,,15039600,1,1,,1,38
42,38,115,122,109,58,1659007,83,86,79,147,113,187995411,,,,,,1,38
43,38,115,122,109,58,1660000,83,86,79,146,113,,,,,,,1,38
44,38,5,125,111,2,218898,86,87,,,,,,,,,,1,38
45,38,118,126,,61,,,,,,,,,,,,,1,38
46,38,116,123,109,59,1569205,83,86,79,146,113,,405,,,,184,1,38
47,38,,122,109,58,1659407,85,86,,,,,,,,,,1,38
48,38,115,122,109,58,1658448,83,86,79,151,113,187995411,,14720040681,,,,1,38
49,38,115,122,109,58,1658873,83,86,79,146,113,,416,15000000000,1,1,,1,38
50,38,115,122,109,58,1657009,83,86,79,146,113,187995411,416,15186269301,,,184,1,38
51,38,115,122,109,58,1654906,83,86,79,146,113,1.88E+11,417,15040000000,,,185,1,38
52,38,115,122,109,58,1659007,83,86,,146,113,,416,15000000000,,,109,1,38
53,38,7,122,109,58,1659407,83,86,79,146,113,,418,15190000000,,,184,1,38
54,38,118,126,,61,,,,,146,113,,419,15150000000,1,,184,1,38
55,38,115,122,,58,,83,86,,146,113,,420,15040000000,1,1,186,1,38
1,39,119,127,112,62,347053,87,88,,,,,,,,,,1,39
2,39,119,127,112,62,361154,87,88,81,152,117,,421,1270000000,,,183,1,39
3,39,119,127,112,62,346893,87,88,,,,38340000,,1250000000,,,,1,39
4,39,119,127,112,62,347053,87,88,,152,118,39652000,422,1291065000,,,14,1,39
5,39,119,127,112,62,347053,87,88,81,152,118,39651869,,,,,,1,39
6,39,119,127,112,62,347053,87,88,81,152,118,39651869,,,,,,1,39
7,39,119,127,112,62,347053,87,88,81,152,118,39651869,,,,,,1,39
8,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
9,39,119,127,112,62,346893,87,88,81,152,118,39651869,423,1000000000,,,,1,39
10,39,119,127,112,62,336850,87,88,81,,,,423,1300000000,,,,1,39
11,39,119,127,112,62,346893,87,88,81,152,118,,423,,,,183,1,39
12,39,119,127,112,62,346893,87,88,81,152,118,39652000,424,1280000000,,,,1,39
13,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
14,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
15,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
16,39,15,127,112,62,346893,87,88,81,152,118,40000000,423,1000000000,1,1,183,1,39
17,39,119,127,,,346893,,,81,153,119,39650000,425,1280000000,,,22,1,39
18,39,119,127,112,62,346893,87,88,81,152,118,,426,1290000000,,,,1,39
19,39,,127,,62,348611,,,81,,,,,,,,,1,39
20,39,119,127,112,62,346893,87,88,,152,118,39020000,427,1270000000,,,22,1,39
21,39,119,127,112,62,336361,87,88,81,,,,,,,,,1,39
22,39,119,127,112,62,347053,87,88,81,152,118,39651869,,,,,,1,39
23,39,119,127,112,62,346893,87,88,,,,,428,,,,,1,39
24,39,119,127,112,62,,,,81,,,,,,,,,1,39
25,39,119,127,113,62,,87,88,,152,118,,429,1291000000,,,22,1,39
26,39,119,127,113,62,336100,87,88,81,,,39650000,425,1280000000,1,,22,1,39
27,39,119,127,112,62,9727,87,88,81,152,117,,430,1250000000,,,22,1,39
28,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
29,39,119,127,112,62,346893,87,88,81,152,118,39650000,431,1280000000,,,22,1,39
30,39,119,127,112,62,346893,87,88,81,152,118,39652000,423,1291069120,,,183,1,39
31,39,119,127,112,62,341496,87,88,81,152,118,39650000,423,1300000000,,,183,1,39
32,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
33,39,119,127,112,62,347053,87,88,81,152,118,39164874,425,1275208000,,,,1,39
34,39,119,127,113,,348611,87,88,81,152,118,,429,,,1,22,1,39
35,39,119,127,,62,346893,,,,,,,,,,,,1,39
36,39,119,127,112,62,346893,87,88,82,152,118,,432,,,,10,1,39
37,39,119,127,112,62,346893,87,88,81,152,118,39651869,,,,,,1,39
38,39,119,,112,62,9727,87,88,81,152,117,,430,1250000000,,,22,1,39
39,39,,,,,0,,,,,,,,,,,,1,39
40,39,119,127,,62,,,,,,,,429,,,,,1,39
41,39,119,127,112,62,347053,87,88,81,152,118,,,1275200,1,1,,1,39
42,39,119,127,112,62,347053,87,88,81,152,118,39651869,,,,,,1,39
43,39,119,127,112,62,346890,87,88,81,152,118,,,,,,,1,39
44,39,5,128,114,2,46324,88,89,,,,,,,,,,1,39
45,39,120,129,,63,,,,,,,,,,,,,1,39
46,39,119,127,112,62,346893,87,88,81,152,118,,423,,,,183,1,39
47,39,,127,113,62,346893,87,88,,,,,,,,,,1,39
48,39,119,127,112,62,346893,87,88,81,154,118,39651869,,1245465205,,,,1,39
49,39,119,127,112,62,346893,87,88,81,152,118,,433,1200000000,1,1,,1,39
50,39,119,127,112,62,348611,87,88,81,152,118,39651869,424,1291064855,,,183,1,39
51,39,119,127,112,62,336850,87,88,81,152,118,39650000000,434,1270000000,,,10,1,39
52,39,119,127,112,62,336361,87,88,,152,118,,424,1000000000,,,22,1,39
53,39,119,127,113,62,346893,87,88,81,152,118,,435,1290000000,,,22,1,39
54,39,120,129,,63,,,,,152,118,,436,1270000000,1,,22,1,39
55,39,119,127,,62,,87,88,,152,118,,437,1280000000,1,1,187,1,39
1,40,114,130,115,64,1401595,89,90,,,,,,,,,,1,40
2,40,114,130,115,64,1401595,89,90,83,155,120,,438,24490000000,126,55,188,1,40
3,40,114,130,115,64,1398000,89,90,,,,413000000,,24040000000,127,56,,1,40
4,40,114,130,115,64,1401595,89,90,,156,121,421960000,439,24549650000,128,56,189,1,40
5,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
6,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
7,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
8,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
9,40,114,130,115,64,1401595,89,90,83,156,122,421960217,440,25000000000,7,55,,1,40
10,40,114,130,115,64,1372720,89,90,83,,,,441,24500000000,127,,,1,40
11,40,114,130,115,64,1401595,89,90,83,156,121,,440,,,,188,1,40
12,40,114,130,115,64,1401595,89,90,83,156,121,421961000,442,24250000000,99,56,,1,40
13,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
14,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
15,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
16,40,15,130,115,64,1401595,89,90,83,156,121,422000000,441,25000000000,74,55,188,1,40
17,40,114,130,,,1401595,,,83,157,123,421960000,443,24250000000,,55,190,1,40
18,40,114,130,115,64,1401595,89,90,83,156,121,,444,24550000000,74,55,,1,40
19,40,,130,,64,1401795,,,83,,,,,,,,,1,40
20,40,114,130,115,64,1400000,89,90,,156,121,421960000,445,24550000000,127,56,190,1,40
21,40,114,130,115,64,1398085,89,90,83,,,,,,,,,1,40
22,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
23,40,114,130,115,64,1398085,89,90,,,,,439,,,,,1,40
24,40,114,130,115,64,,,,83,,,,,,,,,1,40
26,40,114,130,71,64,1223200,89,90,83,,,421960000,443,24250000000,99,,190,1,40
27,40,114,131,115,64,30875,89,90,83,156,124,,446,24150000000,127,56,191,1,40
28,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
29,40,114,130,115,64,1400000,89,90,83,156,121,421960000,440,24250000000,99,55,190,1,40
30,40,114,130,,64,1401595,89,90,83,156,121,421960000,440,24549632800,99,55,188,1,40
31,40,114,130,115,64,1401595,89,90,83,156,121,421960000,441,24500000000,127,55,188,1,40
32,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
33,40,114,130,115,64,1401795,89,90,83,156,121,416738089,442,24245822000,,56,,1,40
34,40,114,130,,,1401795,89,90,83,156,125,,447,,129,57,188,1,40
35,40,114,130,,64,1401595,,,,,,,,,,,,1,40
36,40,114,130,115,64,1401595,89,90,84,156,121,,367,,,,192,1,40
37,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
38,40,114,,115,64,30875,89,90,83,156,124,,446,24150000000,127,56,191,1,40
39,40,114,130,115,64,1097846,89,90,83,156,121,,445,,,,190,1,40
40,40,114,130,,64,,,,,,,,447,,,,,1,40
41,40,114,130,115,64,1401595,89,90,83,156,121,,,24245800,99,56,,1,40
42,40,114,130,115,64,1401595,89,90,83,156,122,421960217,,,,,,1,40
43,40,114,130,115,64,1400000,89,90,83,156,121,,,,,,,1,40
44,40,5,132,116,2,183294,90,91,,,,,,,,,,1,40
45,40,119,131,,65,,,,,,,,,,,,,1,40
46,40,114,130,115,64,1401595,89,90,83,156,121,,440,,,,188,1,40
47,40,,,,,,,,,,,,,,,,,1,40
48,40,114,130,115,64,1401595,89,90,83,158,121,421960217,,24148783219,,,,1,40
49,40,114,130,115,64,1401595,89,90,83,156,121,,447,24200000000,99,56,,1,40
50,40,114,130,115,64,1401795,89,90,83,156,121,421960217,447,24549645425,99,56,188,1,40
51,40,114,130,115,64,1372720,89,90,83,156,121,4.22E+11,360,24240000000,,,193,1,40
52,40,114,130,115,64,1398085,89,90,,156,121,,447,24000000000,74,50,194,1,40
53,40,114,130,,64,1401595,89,90,83,156,121,,448,24550000000,74,55,188,1,40
54,40,119,131,,65,,,,,156,121,,448,24490000000,130,,188,1,40
55,40,114,130,,64,,89,90,,156,121,,449,24250000000,99,55,189,1,40
1,41,121,133,117,66,491467,91,92,,,,,,,,,,1,41
2,41,121,133,118,66,531889,91,92,85,159,126,,450,141280000,,,195,1,41
3,41,122,133,117,66,491357,91,92,,,,34620000,,142040000,,,,1,41
4,41,121,133,117,66,491467,91,92,,159,126,35870000,451,144916000,,,195,1,41
5,41,121,133,117,66,491467,91,92,85,159,126,35870291,,,,,,1,41
6,41,121,133,117,66,491467,91,92,85,159,126,35870291,,,,,,1,41
7,41,121,133,117,66,491467,91,92,85,159,126,35870291,,,,,,1,41
8,41,121,133,117,66,491357,91,92,85,159,126,35870291,,,,,,1,41
9,41,121,133,117,66,491357,91,92,85,159,126,35870291,452,145000000,,,,1,41
10,41,121,133,117,66,485865,91,92,85,,,,258,144900000,,,,1,41
11,41,121,133,117,66,491357,91,92,85,159,126,,452,,,,196,1,41
12,41,121,133,117,66,491357,91,92,85,159,126,35870000,453,151010000,,,,1,41
13,41,121,133,117,66,491357,91,92,85,159,126,35870291,,,,,,1,41
